HCHO_1	-0.814499	-0.652176	-0.263769	-0.805801	-0.098557	-1.428986	-0.930435	1.023186	-1.834778	-0.437683	-0.808693	1.09565	-1.197113	-0.41449	0.756521	1.260864	-0.802902	1.350723	0.049275	-0.852173	-0.710144	-0.750732	-0.443481	-0.739132	0.214493	-0.623188	-0.13913	-0.507246	-0.336231	1.692749	-0.026087	-0.70435	-0.675369	-0.515942	-1.533333	-0.281158	-0.214493	-0.576813	-0.524628	-0.544937	-0.86377	0.310144	-0.327545	0.350725	-0.211594	-0.710159	-0.718842	0.510145	-0.994202	1.182617	0.449276	-0.72464	-1.559418	0.292755	-0.3797	0.10144	-12.179703	-0.707245	-0.110153	0.72464	-0.808701	0.124649	0.144928	-0.356522	-0.307251	1.304352	-0.973923	-0.495651	-1.031891	-7.171021	0.614493	0.568116	-0.597092	0.356522	-0.217392	-1.228989	-0.77681	1.342026	-0.597107	-0.657959	-0.695663	-0.814484	-0.402893	1.333344	-1.31015	-0.562332	0.695648	-0.617386	-0.228989	-0.031884	0.046377	-0.037681	0.620285	0.704346	0.556522	-0.188408	-1.031891	0.286957	-0.347824	-0.220291	-0.249283	0.405798	-1.695652	-1.489861	0.991302	-1.037682	-1.742027	0.823196
HCHO_2	-0.50145	1.507248	0.805798	-0.417389	1.211594	0.426086	0.057968	1.286957	-1.773911	-0.495651	-0.263771	1.515938	-0.365219	-0.052177	0.568115	1.342026	-0.50145	0.773914	0.113043	-0.197102	-0.020294	0.36232	0.626099	0.634785	1.915939	-0.292753	-0.002899	-0.585507	-0.139133	2.307251	0.26087	-0.773911	0.698547	0.217391	-1.026093	-0.1884	1.63768	0.026093	-0.489853	0.631882	0.713043	0.747826	0.249283	0.92174	0.614493	-0.066666	1.078262	1.185507	0.843491	1.504349	1.927538	-0.579712	-1.243484	0.782608	1.718842	0.484055	-13.095657	-0.031883	1.113037	2.08696	0.886948	0.869553	2.327538	-0.110146	0.553619	1.837677	1.507248	1.124634	1.924637	-6.631882	2.295652	0.939131	2	1.150726	0.788405	0.733337	1.747818	3.356522	1.130432	0.568115	-1.591309	0.266678	0.515945	1.953629	0.620285	0.350723	1.246368	-1.043472	0.75943	-0.127536	0.666667	0.124638	1.91304	2.26667	1.736233	0.692753	0.620285	0.884064	0.336243	0.852173	0.655075	0.292753	-0.37681	-0.533333	3.084061	-2.04348	-1.292755	3.27536
HCHO_3	-0.58551	1.428986	0.814493	-0.353622	0.052177	-1.173904	-0.481155	1.24638	-0.91304	-0.556519	0.142029	0.313049	-0.94783	-0.733337	0.597101	1.82029	-0.866669	1.272465	0.052174	-0.411594	-0.13623	-0.446365	-0.82608	-0.249275	1.275364	0.4	0.521744	-0.785507	0.269566	0.968109	0.391304	-0.565216	-0.249268	0.733333	-1.05217	0.985519	0.715942	0.518829	0.263763	-0.313034	0.301453	-0.391304	1.759415	0.446377	-0.605797	0.79129	1.611588	-0.553623	1.330444	1.408691	1.602898	-0.481155	-0.979706	1.605804	1.182602	1.202911	-12.72464	1.078262	0.663773	0.040581	0.762314	1.805786	1.968117	0.011589	1.002884	1.226089	1.41449	1.104355	0.968124	-7.510147	1.507246	0.17971	2.066666	1.263769	0.51884	-0.092758	0.744934	-0.252167	1.214493	1.452164	1.272461	1.750732	1.13044	0.663757	0.98262	0.626083	0.324646	0.44928	0.333328	-0.005797	0.591304	0.121739	2.695648	1.895653	1.249275	-0.686954	0.944931	2.115936	1.573914	0.600006	1.53334	-0.13913	-0.762321	-0.811592	2.713043	-0.805798	-0.930435	3.301453
HCHO_4	-0.18261	0.423189	-0.292754	-0.831879	0.228981	-1.536232	0.315948	0.226086	0.176804	-1.704346	-0.33913	0.034782	-0.602898	-0.173912	-0.110145	0.553623	-0.753624	0.086956	0.002899	-0.318841	-1.892746	-1.052185	0.194214	-0.927536	0.542028	-0.428985	-1.26088	-0.147826	0.15942	-0.602905	-0.130435	-0.750725	0.211594	0	-1.533333	-2.307251	-3.359421	-1.681152	5.681152	-1.423187	-0.327545	-0.414493	1.324638	-0.017391	-0.153623	-0.713043	0.005798	-0.017391	0.223175	-0.020287	0.449276	-1.197098	-0.802902	0.023193	0.771011	-0.420288	-16.408691	-0.626091	0.414497	-0.147827	0.472458	0.504349	0.50145	-0.753624	-0.011589	-1.605804	-0.904343	-0.127533	1.559418	-6.660873	0.107246	0.73913	-0.536224	0.304348	-0.550724	-1.391312	0.031891	-1.307236	0.162323	-0.579712	-0.713043	-0.486954	-0.565216	-0.255081	0.072464	-0.457977	-0.391312	-0.800003	0.214493	0	0.142029	0.133333	-0.142029	1.394203	0.794201	-0.602898	0.226089	-0.081161	0.655075	-1.150726	-0.971008	0	-0.359421	-0.924641	-0.684052	-0.933333	-1.121738	-0.846382
HCHO_5	-1.63768	-1.147827	-2.005795	-1.12175	0.10144	-1.608688	-0.617401	0.426086	-2.353622	-1.144928	-0.849281	1.875366	-1.660873	-0.165207	-0.324636	0.727539	-0.782608	0.791306	0.023188	-0.573914	-0.423187	-0.446365	-1.124634	-0.475361	1.252174	-0.144928	-0.353622	-4.118841	-3.359421	0.608688	0.431884	-0.411594	-1.333344	0.481159	-1.620293	-0.91304	0.365219	0.078262	-1.542023	-0.962326	-0.565216	-0.194202	1.353622	0.513044	0.063768	-0.394196	0.078262	0.281158	-0.910156	1.420288	0.136232	-1.017395	-0.666672	0.307251	0.171021	0.802902	-11.910156	0.599998	0.486954	0.214493	1.426086	0.765213	0.985504	-0.379707	0.113037	0.495651	-0.881165	0.75943	-0.075363	-6.669563	1.515942	0.228986	1.895645	1.046379	0.510145	0.437683	0.318848	-0.79129	0.637695	0.921753	-0.408691	-0.234787	0.243484	1.05217	-0.884048	1.371017	1.31015	-0.544922	0.715942	-0.002899	0.44058	0.060869	0.933334	2.113045	1.379711	-0.214493	1.182602	1.747833	2.423187	-0.263763	0.350723	2.162319	-1.278259	-0.710144	3.721741	-1.54493	-1.23188	1.611603
HCHO_6	-1.220291	-0.289856	-0.643478	-0.736237	0.962318	0.017395	-1.205795	0.927536	-1.866669	-0.017395	-0.469566	1.594208	-0.478256	0.191299	0.985506	0.77681	-0.892754	0.849274	-0.031884	-0.411594	-0.588409	-0.472458	-0.182602	-1.321739	0.295654	-0.313042	0.646378	-0.663768	-0.13623	1.791306	-0.388406	-0.773914	0.002899	-0.086957	-1.202896	-1.504349	-0.168106	0.353622	-1.631882	-0.457977	0.037689	-0.466667	0.486954	0.449275	-0.278261	0.03479	0.521744	0.446377	-0.026093	0	0.605797	-0.915939	-1.368118	1.020279	-0.055069	0.020294	-15.820297	0.289856	0.443481	-0.089855	-0.440582	0.463776	0.347832	-0.373909	-0.144928	2.269562	0.747818	0.67247	0.736237	-7.539131	0.901449	0.449275	-0.057983	0.443478	-0.733333	-0.469574	1.017395	-0.13623	-0.918854	0.098557	-0.678253	-0.269577	0.049271	1.460861	-0.347824	-0.55072	1.553619	-0.017395	0.333328	0.011594	-0.104347	0.043478	-0.663757	0.715942	0.365219	-0.791306	-1.249283	0.026093	-1.188416	-0.234787	-0.927536	0.011594	-1.788406	-1.849274	3.089859	-1.04348	-1.217392	2.556519
HCHO_7	-0.457977	0.081161	-0.385506	0.568115	0.657974	-0.36232	0.260864	0.614494	-1.495651	-0.063766	-0.127533	1.571014	-0.168106	0.330444	-0.602898	1.101448	-0.689857	1.005798	0.063768	-0.594204	-1.820297	0.014496	-0.649277	-1.379711	0.13913	-0.663767	0.34494	-0.313043	-0.02319	1.295654	0.147826	-0.455074	-2.855072	0.165217	-1.315941	-1.976822	-0.304352	0.620285	-1.852173	0.426086	-0.307251	-0.565218	0.976807	0.457971	-0.272464	-0.05217	-0.217392	0.307247	-0.904358	0.159424	-0.110144	-1.055069	-1.49855	-0.440582	0.849274	0.199997	-12.988403	0.553627	0.159424	0.226086	-0.171021	2.023193	2.45507	0.391304	0.069565	-0.257965	-0.263763	-0.304352	-0.663773	-7.834778	1.269565	0.144928	0.171005	0.646376	-0.194204	0.698547	0.617386	-1.255066	-0.559418	0.457962	-2.736237	-0.544922	-0.127541	0.031876	-0.188416	0.542038	-2.307251	-0.513046	-0.443481	-0.571014	0.165217	0.066667	-0.026085	1.649277	1.008698	-0.263767	-0.08696	0.915939	0.889862	-1.660873	-0.614487	0.626087	-0.747826	-0.657974	0.640579	-2.736233	-2.353622	1.747818
Arsine_1	-0.026085	0.652172	0.547826	1.202896	-0.101448	1.585518	0.101456	0.301453	-0.104355	-0.234772	0.420288	0.231884	-0.553627	0.397102	0.231884	1.565216	1.431885	1.559422	0.121739	0.139132	0.747818	1.055069	-0.773911	0.869565	0.2	-0.255073	0.043488	0.028986	0.408695	0.643478	0.144928	-0.289854	-1.382614	0.002899	-0.99131	0.185501	0.678253	0.336243	1.055069	0.608704	-1.513046	0.008696	-0.13913	-0.017391	0.089855	-1.118835	-0.344925	0.011594	-0.495651	-0.492752	0	-1.779709	-1.443481	-0.298546	-1.342026	0.031891	0.101456	0.576813	-0.553627	1.4	-0.455078	-0.373909	1.185509	-0.4058	-0.315941	0.182602	-0.663773	-0.849274	-0.907242	-0.014492	-0.063768	0.342029	-0.075363	-0.22029	-0.121739	0.318832	-1.976807	1.953629	0.228989	-0.611588	1.121735	-0.791306	-0.02029	0.339127	-0.715942	-0.91304	-1.150726	-1.736237	-0.055069	0	0.008696	0.168116	0.376808	0.910141	0.359421	0.147827	-0.542038	-0.614502	0.994202	-0.315948	-3.156525	0	11.507246	8.17971	-50.072464	2.428986	-2.90435	-34.49855
Arsine_2	-0.562317	-0.739132	-1.304348	0.715942	0.45507	1.553619	-0.32753	0.918839	0.939133	-0.539139	0.281158	1.179707	0.055069	-0.385513	0.310144	1.605797	1.228989	2.049274	0.034783	0.417391	-0.104355	1.118835	1.327545	0.255072	0.214493	-0.208695	1.423187	0	0.437681	-0.481163	0.205797	-0.313044	-0.86087	0	-0.188408	0.408691	1.426086	1.910141	1.336227	0.304352	0.626083	-0.153623	0.45507	-0.115942	0.194203	-0.342026	0.988403	0	-0.249268	-0.608696	0.002899	-0.365219	0.199997	0.869568	0.681168	1.594208	0.823196	0.272461	0.420288	0.002899	0.020279	0.82029	0.85218	-0.492756	0.794205	0.915939	0.002899	-0.03479	0.324646	0.002899	0.115942	-0.217391	0.478256	0.486956	-0.023188	1.727524	0.510147	2.008698	-0.376801	0.805801	0.55072	0.86377	0.689854	0.733337	0.750732	0.191299	-0.237686	-0.695648	0.495651	0.034783	0.588407	0.362319	1.76812	0.805801	0.718842	-0.173912	0.884048	1.295654	2.507248	1	-2.446381	-0.005797	10.472465	6.214491	-49.582603	3.768116	-1.008698	-37.773914
Arsine_3	-0.746674	0.573334	-0.115556	-1.360001	-1.066666	-0.279999	-1.119995	0.68	-2.546661	-1.080002	-0.191113	0.413334	-0.742218	-0.377777	0.355556	0.737778	-1.742226	0.724445	0.426666	-0.382223	-0.462219	-0.497772	-0.893326	0.337776	0.195557	-0.257778	-0.746658	-0.022222	-0.053333	0.240005	-0.017778	-0.639999	-1.333344	0	-0.733334	-0.737778	-1.186676	-0.697769	-0.044449	-0.919998	-1.46666	0.817778	0.253334	0.004444	0.048889	-1.271103	-1.031113	0	-1.528885	-0.582222	0	-0.284439	-1.800003	-0.102219	0.41333	-0.119995	0.395554	-0.728889	-0.702225	0.311111	-1.515564	-0.040001	0.32	0.284447	0.075554	-0.848892	-0.835556	-0.924454	-1.284454	0.164444	0.008889	0.746667	0.106674	2.222221	2.382222	-1.080002	-0.506668	-1.626663	-1.302216	-1.124451	-0.902222	-0.484436	-0.297779	-1.835556	-0.311111	-1.444443	0.866653	-1.124451	-0.697777	0	0.493334	-0.071111	0.17778	0.368889	0.302219	0.186666	-0.866669	-0.048889	-0.315552	-0.480011	-6.266663	0.013333	8.422223	5.004444	-43.057777	1.271111	-1.746666	-30.542221
