

         MODEL DEFAULTS
         --------------

Model Name:         PROJEC~1.MOD
Model Description:  BOWLING ALLEY
Output File:        UNTITLED.OUT
Output Plot Style:  NONE
Run Mode:           SINGLE_STEP
Trace Vars:         DAY,WDAY,AI,SI,B,SI,WAIT,CTIME,N,L[0],L[1],L[2],L[12],L[13],L[14],L[15],L[16],L[17],L[18],L[19],L[20],L[21],L[22],L[23
Random Number Seed: 12345
Initial Values:     0,26,0,0,0,0,0,0,0,0
Ending Condition:   STOP_ON_EVENT
Event:              END   (1 iterations)
Trace Events:       ALL EVENTS TRACED
Hide Edges:         



 Time        Event       Count       DAY         WDAY        AI          SI          B           SI          WAIT        CTIME       N           L[0]        L[1]        L[2]        L[12]       L[13]       L[14]       L[15]       L[16]       L[17]       L[18]       L[19]       L[20]       L[21]       L[22]       L[23]      
 1280.911    FINISH      132         1           1           149         149         0           149         1.257       0.000       362         0           0           0           0           14          22          24          18          14          17          20          24          23          0           0           
 1282.512    FINISH      133         1           1           149         149         0           149         1.257       0.000       362         0           0           0           0           14          22          24          18          14          17          20          24          23          0           0           
 1282.644    ARRIVE      150         1           1           150         149         0           149         1.257       0.000       362         0           0           0           0           14          22          24          18          14          17          20          24          23          0           0           
 1282.644    START       150         1           1           150         150         0           150         1.257       0.000       365         0           0           0           0           14          22          24          18          14          17          20          24          23          0           0           
 1283.634    ARRIVE      151         1           1           151         150         0           150         1.257       0.000       365         0           0           0           0           14          22          24          18          14          17          20          24          23          0           0           
 1283.634    START       151         1           1           151         151         0           151         1.257       0.000       366         0           0           0           0           14          22          24          18          14          17          20          24          23          0           0           
 1285.540    FINISH      134         1           1           151         151         0           151         1.257       0.000       366         0           0           0           0           14          22          24          18          14          17          20          24          23          0           0           
 1289.161    FINISH      135         1           1           151         151         0           151         1.257       0.000       366         0           0           0           0           14          22          24          18          14          17          20          24          23          0           0           
 1290.547    FINISH      136         1           1           151         151         0           151         1.257       0.000       366         0           0           0           0           14          22          24          18          14          17          20          24          23          0           0           
 1291.820    ARRIVE      152         1           1           152         151         0           151         1.257       0.000       366         0           0           0           0           14          22          24          18          14          17          20          24          23          0           0           
 1291.820    START       152         1           1           152         152         0           152         1.257       0.000       370         0           0           0           0           14          22          24          18          14          17          20          24          23          0           0           
 1293.291    ARRIVE      153         1           1           153         152         0           152         1.257       0.000       370         0           0           0           0           14          22          24          18          14          17          20          24          23          0           0           
 1293.291    START       153         1           1           153         153         0           153         1.257       0.000       372         0           0           0           0           14          22          24          18          14          17          20          24          23          0           0           
 1295.338    FINISH      137         1           1           153         153         0           153         1.257       0.000       372         0           0           0           0           14          22          24          18          14          17          20          24          23          0           0           
 1301.891    FINISH      138         1           1           153         153         0           153         1.257       0.000       372         0           0           0           0           14          22          24          18          14          17          20          24          23          0           0           
 1304.640    FINISH      139         1           1           153         153         0           153         1.257       0.000       372         0           0           0           0           14          22          24          18          14          17          20          24          23          0           0           
 1306.631    ARRIVE      154         1           1           154         153         0           153         1.257       0.000       372         0           0           0           0           14          22          24          18          14          17          20          24          23          0           0           
 1306.631    START       154         1           1           154         154         0           154         1.257       0.000       376         0           0           0           0           14          22          24          18          14          17          20          24          23          0           0           
 1310.176    FINISH      140         1           1           154         154         0           154         1.257       0.000       376         0           0           0           0           14          22          24          18          14          17          20          24          23          0           0           
 1310.834    FINISH      141         1           1           154         154         0           154         1.257       0.000       376         0           0           0           0           14          22          24          18          14          17          20          24          23          0           0           
 1311.124    FINISH      142         1           1           154         154         0           154         1.257       0.000       376         0           0           0           0           14          22          24          18          14          17          20          24          23          0           0           
 1312.062    ARRIVE      155         1           1           155         154         0           154         1.257       0.000       376         0           0           0           0           14          22          24          18          14          17          20          24          23          0           0           
 1312.062    START       155         1           1           155         155         0           155         1.257       0.000       380         0           0           0           0           14          22          24          18          14          17          20          24          23          0           0           
 1312.296    ARRIVE      156         1           1           156         155         0           155         1.257       0.000       380         0           0           0           0           14          22          24          18          14          17          20          24          23          0           0           
 1312.296    START       156         1           1           156         156         0           156         1.257       0.000       384         0           0           0           0           14          22          24          18          14          17          20          24          23          0           0           
 1314.311    ARRIVE      157         1           1           157         156         0           156         1.257       0.000       384         0           0           0           0           14          22          24          18          14          17          20          24          23          0           0           
 1314.311    START       157         1           1           157         157         0           157         1.257       0.000       387         0           0           0           0           14          22          24          18          14          17          20          24          23          0           0           
 1314.415    FINISH      143         1           1           157         157         0           157         1.257       0.000       387         0           0           0           0           14          22          24          18          14          17          20          24          23          0           0           
 1316.699    FINISH      144         1           1           157         157         0           157         1.257       0.000       387         0           0           0           0           14          22          24          18          14          17          20          24          23          0           0           
 1320.000    LANES       10          1           1           157         157         0           157         1.257       0.000       387         0           0           0           0           14          22          24          18          14          17          20          24          23          13          0           
 1328.957    FINISH      145         1           1           157         157         0           157         1.257       0.000       387         0           0           0           0           14          22          24          18          14          17          20          24          23          13          0           
 1331.792    ARRIVE      158         1           1           158         157         0           157         1.257       0.000       387         0           0           0           0           14          22          24          18          14          17          20          24          23          13          0           
 1331.792    START       158         1           1           158         158         0           158         1.257       0.000       391         0           0           0           0           14          22          24          18          14          17          20          24          23          13          0           
 1335.840    FINISH      146         1           1           158         158         0           158         1.257       0.000       391         0           0           0           0           14          22          24          18          14          17          20          24          23          13          0           
 1336.179    ARRIVE      159         1           1           159         158         0           158         1.257       0.000       391         0           0           0           0           14          22          24          18          14          17          20          24          23          13          0           
 1336.179    START       159         1           1           159         159         0           159         1.257       0.000       395         0           0           0           0           14          22          24          18          14          17          20          24          23          13          0           
 1339.296    ARRIVE      160         1           1           160         159         0           159         1.257       0.000       395         0           0           0           0           14          22          24          18          14          17          20          24          23          13          0           
 1339.296    START       160         1           1           160         160         0           160         1.257       0.000       397         0           0           0           0           14          22          24          18          14          17          20          24          23          13          0           
 1345.289    ARRIVE      161         1           1           161         160         0           160         1.257       0.000       397         0           0           0           0           14          22          24          18          14          17          20          24          23          13          0           
 1345.289    START       161         1           1           161         161         0           161         1.257       0.000       401         0           0           0           0           14          22          24          18          14          17          20          24          23          13          0           
 1346.494    ARRIVE      162         1           1           162         161         0           161         1.257       0.000       401         0           0           0           0           14          22          24          18          14          17          20          24          23          13          0           
 1346.494    START       162         1           1           162         162         0           162         1.257       0.000       405         0           0           0           0           14          22          24          18          14          17          20          24          23          13          0           
 1349.176    FINISH      147         1           1           162         162         0           162         1.257       0.000       405         0           0           0           0           14          22          24          18          14          17          20          24          23          13          0           
 1349.932    FINISH      148         1           1           162         162         0           162         1.257       0.000       405         0           0           0           0           14          22          24          18          14          17          20          24          23          13          0           
 1350.966    ARRIVE      163         1           1           163         162         0           162         1.257       0.000       405         0           0           0           0           14          22          24          18          14          17          20          24          23          13          0           
 1350.966    START       163         1           1           163         163         0           163         1.257       0.000       406         0           0           0           0           14          22          24          18          14          17          20          24          23          13          0           
 1354.605    ARRIVE      164         1           1           164         163         0           163         1.257       0.000       406         0           0           0           0           14          22          24          18          14          17          20          24          23          13          0           
 1354.605    START       164         1           1           164         164         0           164         1.257       0.000       407         0           0           0           0           14          22          24          18          14          17          20          24          23          13          0           
 1355.068    ARRIVE      165         1           1           165         164         0           164         1.257       0.000       407         0           0           0           0           14          22          24          18          14          17          20          24          23          13          0           
 1355.068    START       165         1           1           165         165         0           165         1.257       0.000       410         0           0           0           0           14          22          24          18          14          17          20          24          23          13          0           
 1355.092    ARRIVE      166         1           1           166         165         0           165         1.257       0.000       410         0           0           0           0           14          22          24          18          14          17          20          24          23          13          0           
 1355.092    START       166         1           1           166         166         0           166         1.257       0.000       411         0           0           0           0           14          22          24          18          14          17          20          24          23          13          0           
 1358.653    ARRIVE      167         1           1           167         166         0           166         1.257       0.000       411         0           0           0           0           14          22          24          18          14          17          20          24          23          13          0           
 1358.653    START       167         1           1           167         167         0           167         1.257       0.000       415         0           0           0           0           14          22          24          18          14          17          20          24          23          13          0           
 1359.802    ARRIVE      168         1           1           168         167         0           167         1.257       0.000       415         0           0           0           0           14          22          24          18          14          17          20          24          23          13          0           
 1359.802    START       168         1           1           168         168         0           168         1.257       0.000       416         0           0           0           0           14          22          24          18          14          17          20          24          23          13          0           
 1360.421    ARRIVE      169         1           1           169         168         0           168         1.257       0.000       416         0           0           0           0           14          22          24          18          14          17          20          24          23          13          0           
 1360.421    START       169         1           1           169         169         0           169         1.257       0.000       417         0           0           0           0           14          22          24          18          14          17          20          24          23          13          0           
 1364.457    ARRIVE      170         1           1           170         169         0           169         1.257       0.000       417         0           0           0           0           14          22          24          18          14          17          20          24          23          13          0           
 1364.457    START       170         1           1           170         170         0           170         1.257       0.000       418         0           0           0           0           14          22          24          18          14          17          20          24          23          13          0           
 1367.369    ARRIVE      171         1           1           171         170         0           170         1.257       0.000       418         0           0           0           0           14          22          24          18          14          17          20          24          23          13          0           
 1367.369    START       171         1           1           171         171         0           171         1.257       0.000       422         0           0           0           0           14          22          24          18          14          17          20          24          23          13          0           
 1367.910    FINISH      149         1           1           171         171         0           171         1.257       0.000       422         0           0           0           0           14          22          24          18          14          17          20          24          23          13          0           
 1368.116    ARRIVE      172         1           1           172         171         0           171         1.257       0.000       422         0           0           0           0           14          22          24          18          14          17          20          24          23          13          0           
 1368.116    START       172         1           1           172         172         0           172         1.257       0.000       424         0           0           0           0           14          22          24          18          14          17          20          24          23          13          0           
 1368.488    FINISH      150         1           1           172         172         0           172         1.257       0.000       424         0           0           0           0           14          22          24          18          14          17          20          24          23          13          0           
 1370.197    ARRIVE      173         1           1           173         172         0           172         1.257       0.000       424         0           0           0           0           14          22          24          18          14          17          20          24          23          13          0           
 1370.197    START       173         1           1           173         173         0           173         1.257       0.000       425         0           0           0           0           14          22          24          18          14          17          20          24          23          13          0           
 1370.392    ARRIVE      174         1           1           174         173         0           173         1.257       0.000       425         0           0           0           0           14          22          24          18          14          17          20          24          23          13          0           
 1370.392    START       174         1           1           174         174         0           174         1.257       0.000       429         0           0           0           0           14          22          24          18          14          17          20          24          23          13          0           
 1376.463    ARRIVE      175         1           1           175         174         0           174         1.257       0.000       429         0           0           0           0           14          22          24          18          14          17          20          24          23          13          0           
 1376.463    START       175         1           1           175         175         0           175         1.257       0.000       431         0           0           0           0           14          22          24          18          14          17          20          24          23          13          0           
 1377.397    FINISH      151         1           1           175         175         0           175         1.257       0.000       431         0           0           0           0           14          22          24          18          14          17          20          24          23          13          0           
 1378.575    FINISH      152         1           1           175         175         0           175         1.257       0.000       431         0           0           0           0           14          22          24          18          14          17          20          24          23          13          0           
 1380.000    STOP        1           1           1           175         175         0           175         1.257       0.000       431         0           0           0           0           14          22          24          18          14          17          20          24          23          13          0           
 1380.000    LANES       11          1           1           175         175         0           175         1.257       0.000       431         0           0           0           0           14          22          24          18          14          17          20          24          23          13          23          
 1380.091    FINISH      153         1           1           175         175         0           175         1.257       0.000       431         0           0           0           0           14          22          24          18          14          17          20          24          23          13          23          
 1385.577    FINISH      154         1           1           175         175         0           175         1.257       0.000       431         0           0           0           0           14          22          24          18          14          17          20          24          23          13          23          
 1387.864    FINISH      155         1           1           175         175         0           175         1.257       0.000       431         0           0           0           0           14          22          24          18          14          17          20          24          23          13          23          
 1389.818    FINISH      156         1           1           175         175         0           175         1.257       0.000       431         0           0           0           0           14          22          24          18          14          17          20          24          23          13          23          
 1392.841    FINISH      157         1           1           175         175         0           175         1.257       0.000       431         0           0           0           0           14          22          24          18          14          17          20          24          23          13          23          
 1396.228    FINISH      158         1           1           175         175         0           175         1.257       0.000       431         0           0           0           0           14          22          24          18          14          17          20          24          23          13          23          
 1396.980    FINISH      159         1           1           175         175         0           175         1.257       0.000       431         0           0           0           0           14          22          24          18          14          17          20          24          23          13          23          
 1401.015    FINISH      160         1           1           175         175         0           175         1.257       0.000       431         0           0           0           0           14          22          24          18          14          17          20          24          23          13          23          
 1401.415    FINISH      161         1           1           175         175         0           175         1.257       0.000       431         0           0           0           0           14          22          24          18          14          17          20          24          23          13          23          
 1420.400    FINISH      162         1           1           175         175         0           175         1.257       0.000       431         0           0           0           0           14          22          24          18          14          17          20          24          23          13          23          
 1426.623    FINISH      163         1           1           175         175         0           175         1.257       0.000       431         0           0           0           0           14          22          24          18          14          17          20          24          23          13          23          
 1426.984    FINISH      164         1           1           175         175         0           175         1.257       0.000       431         0           0           0           0           14          22          24          18          14          17          20          24          23          13          23          
 1428.367    FINISH      165         1           1           175         175         0           175         1.257       0.000       431         0           0           0           0           14          22          24          18          14          17          20          24          23          13          23          
 1433.766    FINISH      166         1           1           175         175         0           175         1.257       0.000       431         0           0           0           0           14          22          24          18          14          17          20          24          23          13          23          
 1437.738    FINISH      167         1           1           175         175         0           175         1.257       0.000       431         0           0           0           0           14          22          24          18          14          17          20          24          23          13          23          
 1440.000    NEW DAY     2           2           1           175         175         0           175         1.257       0.000       431         0           0           0           0           14          22          24          18          14          17          20          24          23          13          23          
 1440.000    LANES       12          2           1           175         175         0           175         1.257       0.000       431         8           0           0           0           14          22          24          18          14          17          20          24          23          13          23          
 1455.058    FINISH      168         2           1           175         175         0           175         1.257       0.000       431         8           0           0           0           14          22          24          18          14          17          20          24          23          13          23          
 1461.562    FINISH      169         2           1           175         175         0           175         1.257       0.000       431         8           0           0           0           14          22          24          18          14          17          20          24          23          13          23          
 1461.905    FINISH      170         2           1           175         175         0           175         1.257       0.000       431         8           0           0           0           14          22          24          18          14          17          20          24          23          13          23          
 1466.083    FINISH      171         2           1           175         175         0           175         1.257       0.000       431         8           0           0           0           14          22          24          18          14          17          20          24          23          13          23          
 1467.855    FINISH      172         2           1           175         175         0           175         1.257       0.000       431         8           0           0           0           14          22          24          18          14          17          20          24          23          13          23          
 1495.110    FINISH      173         2           1           175         175         0           175         1.257       0.000       431         8           0           0           0           14          22          24          18          14          17          20          24          23          13          23          
 1497.323    FINISH      174         2           1           175         175         0           175         1.257       0.000       431         8           0           0           0           14          22          24          18          14          17          20          24          23          13          23          
 1500.000    LANES       13          2           1           175         175         0           175         1.257       0.000       431         8           1           0           0           14          22          24          18          14          17          20          24          23          13          23          
 1504.798    FINISH      175         2           1           175         175         0           175         1.257       0.000       431         8           1           0           0           14          22          24          18          14          17          20          24          23          13          23          
 1504.798    CLOSE       1           2           1           175         175         0           175         1.257       124.798     431         8           1           0           0           14          22          24          18          14          17          20          24          23          13          23          
 1560.000    LANES       14          2           1           175         175         0           175         1.257       124.798     431         8           1           0           0           14          22          24          18          14          17          20          24          23          13          23          
 1620.000    LANES       15          2           1           175         175         0           175         1.257       124.798     431         8           1           0           0           14          22          24          18          14          17          20          24          23          13          23          
 1680.000    LANES       16          2           1           175         175         0           175         1.257       124.798     431         8           1           0           0           14          22          24          18          14          17          20          24          23          13          23          
 1740.000    LANES       17          2           1           175         175         0           175         1.257       124.798     431         8           1           0           0           14          22          24          18          14          17          20          24          23          13          23          
 1800.000    LANES       18          2           1           175         175         0           175         1.257       124.798     431         8           1           0           0           14          22          24          18          14          17          20          24          23          13          23          
 1860.000    LANES       19          2           1           175         175         0           175         1.257       124.798     431         8           1           0           0           14          22          24          18          14          17          20          24          23          13          23          
 1920.000    LANES       20          2           1           175         175         0           175         1.257       124.798     431         8           1           0           0           14          22          24          18          14          17          20          24          23          13          23          
 1980.000    LANES       21          2           1           175         175         0           175         1.257       124.798     431         8           1           0           0           14          22          24          18          14          17          20          24          23          13          23          
 2040.000    LANES       22          2           1           175         175         0           175         1.257       124.798     431         8           1           0           0           14          22          24          18          14          17          20          24          23          13          23          
 2100.000    LANES       23          2           1           175         175         0           175         1.257       124.798     431         8           1           0           0           14          22          24          18          14          17          20          24          23          13          23          
 2160.000    OPEN        2           2           2           175         175         0           175         1.257       124.798     431         8           1           0           0           14          22          24          18          14          17          20          24          23          13          23          
 2160.000    ARRIVE      176         2           2           176         175         0           175         1.257       124.798     431         8           1           0           0           14          22          24          18          14          17          20          24          23          13          23          
 2160.000    START       176         2           2           176         176         0           176         1.257       124.798     432         8           1           0           0           14          22          24          18          14          17          20          24          23          13          23          
 2160.000    LANES       24          2           2           176         176         0           176         1.257       124.798     432         8           1           0           1           14          22          24          18          14          17          20          24          23          13          23          
 2168.847    ARRIVE      177         2           2           177         176         0           176         1.257       124.798     432         8           1           0           1           14          22          24          18          14          17          20          24          23          13          23          
 2168.847    START       177         2           2           177         177         0           177         1.257       124.798     436         8           1           0           1           14          22          24          18          14          17          20          24          23          13          23          
 2170.648    ARRIVE      178         2           2           178         177         0           177         1.257       124.798     436         8           1           0           1           14          22          24          18          14          17          20          24          23          13          23          
 2170.648    START       178         2           2           178         178         0           178         1.257       124.798     440         8           1           0           1           14          22          24          18          14          17          20          24          23          13          23          
 2172.494    ARRIVE      179         2           2           179         178         0           178         1.257       124.798     440         8           1           0           1           14          22          24          18          14          17          20          24          23          13          23          
 2172.494    START       179         2           2           179         179         0           179         1.257       124.798     444         8           1           0           1           14          22          24          18          14          17          20          24          23          13          23          
 2181.367    ARRIVE      180         2           2           180         179         0           179         1.257       124.798     444         8           1           0           1           14          22          24          18          14          17          20          24          23          13          23          
 2181.367    START       180         2           2           180         180         0           180         1.257       124.798     445         8           1           0           1           14          22          24          18          14          17          20          24          23          13          23          
 2186.685    ARRIVE      181         2           2           181         180         0           180         1.257       124.798     445         8           1           0           1           14          22          24          18          14          17          20          24          23          13          23          
 2186.685    START       181         2           2           181         181         0           181         1.257       124.798     447         8           1           0           1           14          22          24          18          14          17          20          24          23          13          23          
 2187.947    FINISH      176         2           2           181         181         0           181         1.257       124.798     447         8           1           0           1           14          22          24          18          14          17          20          24          23          13          23          
 2203.017    ARRIVE      182         2           2           182         181         0           181         1.257       124.798     447         8           1           0           1           14          22          24          18          14          17          20          24          23          13          23          
 2203.017    START       182         2           2           182         182         0           182         1.257       124.798     451         8           1           0           1           14          22          24          18          14          17          20          24          23          13          23          
 2207.204    FINISH      177         2           2           182         182         0           182         1.257       124.798     451         8           1           0           1           14          22          24          18          14          17          20          24          23          13          23          
 2210.953    ARRIVE      183         2           2           183         182         0           182         1.257       124.798     451         8           1           0           1           14          22          24          18          14          17          20          24          23          13          23          
 2210.953    START       183         2           2           183         183         0           183         1.257       124.798     452         8           1           0           1           14          22          24          18          14          17          20          24          23          13          23          
 2212.735    ARRIVE      184         2           2           184         183         0           183         1.257       124.798     452         8           1           0           1           14          22          24          18          14          17          20          24          23          13          23          
 2212.735    START       184         2           2           184         184         0           184         1.257       124.798     454         8           1           0           1           14          22          24          18          14          17          20          24          23          13          23          
 2216.475    ARRIVE      185         2           2           185         184         0           184         1.257       124.798     454         8           1           0           1           14          22          24          18          14          17          20          24          23          13          23          
 2216.475    START       185         2           2           185         185         0           185         1.257       124.798     458         8           1           0           1           14          22          24          18          14          17          20          24          23          13          23          
